user_id,registration_date,country,platform,acquisition_channel
U000224,2025-07-13,CN,Android,Google Ads
U000225,2025-11-10,FR,Android,Referral
U000226,2026-06-01,ES,iOS,Organic
U000227,2026-02-28,CN,iOS,Organic
U000228,2025-07-19,US,Android,Google Ads
U000229,2026-02-11,FR,PC,Organic
U000230,2025-12-22,FR,Android,Organic
U000231,2026-03-13,KR,Android,YouTube
U000232,2025-08-04,US,Android,Referral
U000233,2025-11-23,CN,Android,TikTok
U000234,2025-07-20,CA,PC,Organic
U000235,2025-09-28,FR,PC,Google Ads
U000236,2025-07-17,BR,iOS,Organic
U000237,2026-02-20,US,iOS,Referral
U000238,2026-04-03,JP,Android,Referral
U000239,2026-03-05,US,iOS,Organic
U000240,2026-02-05,ES,Android,Google Ads
U000241,2025-10-02,US,Android,TikTok
U000242,2025-07-13,DE,Android,Organic
U000243,2025-10-02,CN,Android,Organic
U000244,2025-12-13,FR,Android,App Store
U000245,2026-02-07,BR,iOS,Referral
U000246,2025-07-16,BR,iOS,Google Ads
U000247,2026-05-11,PL,PC,Organic
U000248,2026-02-18,FR,IOS,Google Ads
U000249,2025-09-09,PL,Android,Organic
U000250,2026-02-01,GB,Android,Organic
U000251,2025-07-22,ES,Android,Organic
U000252,2026-05-20,GB,iOS,TikTok
U000253,2025-12-01,DE,Android,Referral
U000254,2025-08-08,GB,Android,Google Ads
U000255,2026-05-17,DE,Android,App Store
U000256,2025-11-02,CN,iOS,Referral
U000257,2026-04-23,PL,iOS,Organic
U000258,2025-12-02,CN,iOS,Google Ads
U000259,2026-05-29,BR,Android,Organic
U000260,2026-03-19,US,PC,Organic
U000261,2025-11-11,JP,PC,Google Ads
U000262,2026-03-12,FR,PC,Referral
U000263,2025-08-15,PL,Android,App Store
U000264,2025-09-13,PL,Android,App Store
U000265,2025-09-23,KR,Android,TikTok
U000266,2025-10-01,PL,iOS,YouTube
U000267,2026-06-15,PL,PC,App Store
U000268,2025-07-31,PL,PC,YouTube
U000269,2025-12-30,US,iOS,Organic
U000270,2026-07-07,CN,PC,Google Ads
U000271,2025-07-25,FR,iOS,Organic
U000272,2025-07-29,ES,iOS,App Store
U000273,2025-07-20,BR,iOS,Referral
U000274,2025-09-14,BR,Android,Organic
U000275,2026-03-23,DE,Android,Organic
U000276,2025-07-20,BR,iOS,YouTube
U000277,2026-06-08,CN,iOS,App Store
U000278,2026-05-30,US,Android,Google Ads
U000279,2025-12-21,FR,iOS,Organic
U000280,2026-02-17,CN,Android,Google Ads
U000281,2026-05-15,CN,iOS,Organic
U000282,2025-08-25,JP,iOS,Organic
U000283,2025-07-18,CN,Android,Organic
U000284,2026-06-14,KR,iOS,Organic
U000285,2025-12-27,JP,Android,Organic
U000286,2025-12-02,ES,Android,YouTube
U000287,2025-12-23,IT,Android,Google Ads
U000288,2026-05-15,US,Android,Google Ads
U000289,2025-09-04,CN,iOS,YouTube
U000290,2026-04-20,CA,iOS,App Store
U000291,2025-08-09,JP,iOS,TikTok
U000292,2025-08-22,JP,Android,Google Ads
U000293,2025-10-04,US,Android,Google Ads
U000294,2025-08-24,KR,Android,Organic
U000295,2025-08-31,,iOS,TikTok
U000296,2025-07-16,PL,PC,Google Ads
U000297,2025-11-20,CN,Android,Google Ads
U000298,2026-02-10,GB,PC,YouTube
U000299,2025-12-26,IT,PC,App Store
U000300,2025-10-22,CN,PC,Organic
U000301,2025-07-30,JP,PC,Google Ads
U000302,2026-02-21,GB,PC,Google Ads
U000303,2025-07-16,JP,PC,Organic
U000304,2025-09-11,IT,iOS,Organic
U000305,2026-06-30,DE,PC,Organic
U000306,2026-05-30,BR,Android,Organic
U000307,2026-04-01,BR,Android,Referral
U000308,2026-01-14,DE,Android,Google Ads
U000309,2025-07-13,ES,Android,Google Ads
U000310,2025-12-06,DE,PC,YouTube
U000311,2026-03-12,BR,PC,Google Ads
U000312,2026-05-29,FR,Android,Organic
U000313,2026-06-07,BR,PC,App Store
U000314,2025-09-10,CN,Android,YouTube
U000315,2026-03-15,FR,Android,YouTube
U000316,2025-10-30,,Android,Organic
U000317,2025-08-05,US,iOS,Google Ads
U000318,2025-08-05,KR,iOS,YouTube
U000319,2026-06-18,DE,Android,YouTube
U000320,2026-02-08,JP,Android,Google Ads
U000321,2025-12-07,JP,iOS,Organic
U000322,2025-12-13,IT,Android,TikTok
U000323,2026-01-23,US,Android,App Store
U000324,2025-11-27,KR,Android,Organic
U000325,2025-10-03,US,Android,TikTok
U000326,2026-06-17,US,iOS,Organic
U000327,2025-10-23,US,iOS,Google Ads
U000328,2026-06-10,DE,Android,TikTok
U000329,2025-08-26,KR,iOS,Google Ads
U000330,2025-11-18,US,Android,Google Ads
U000331,2026-06-19,CA,iOS,App Store
U000332,2025-07-27,BR,iOS,YouTube
U000333,2026-05-08,FR,iOS,Organic
U000334,2025-07-20,GB,PC,Organic
U000335,2025-11-05,US,iOS,Google Ads
U000336,2025-07-23,KR,Android,Google Ads
U000337,2026-07-07,US,iOS,YouTube
U000338,2026-03-03,PL,Android,Organic
U000339,2025-08-23,ES,iOS,Referral
U000340,2025-12-02,KR,PC,TikTok
U000341,2026-03-16,PL,iOS,Organic
U000342,2025-09-05,CN,Android,Referral
U000343,2025-07-17,DE,Android,Organic
U000344,2025-12-28,JP,Android,Organic
U000345,2026-06-30,US,Android,App Store
U000346,2025-11-02,US,iOS,YouTube
U000347,2025-10-27,US,Android,YouTube
U000348,2025-12-31,JP,PC,Google Ads
U000349,2026-05-12,GB,iOS,App Store
U000350,2026-06-20,CA,Android,Organic
U000351,2025-10-13,CN,iOS,Google Ads
U000352,2025-10-28,PL,iOS,Organic
U000353,2025-07-26,ES,iOS,App Store
U000354,2025-08-13,IT,iOS,Organic
U000355,2025-11-22,US,Android,Organic
U000356,2026-06-30,GB,iOS,Google Ads
U000357,2026-07-04,BR,Android,TikTok
U000358,2026-04-16,US,iOS,Organic
U000359,2026-05-14,ES,iOS,App Store
U000360,2025-09-09,FR,Android,Google Ads
U000361,2025-12-02,CN,Android,Organic
U000362,2025-08-06,KR,iOS,TikTok
U000363,2025-08-27,CA,Android,Organic
U000364,2025-10-24,ES,Android,Google Ads
U000365,2025-08-24,US,Android,TikTok
U000366,2025-08-06,GB,iOS,YouTube
U000367,2025-07-21,IT,PC,Organic
U000368,2026-02-28,US,Andriod,TikTok
U000369,2025-10-29,CN,Android,Organic
U000370,2025-10-07,FR,iOS,Organic
U000371,2026-06-26,IT,iOS,Google Ads
U000372,2025-08-20,BR,Android,YouTube
U000373,2025-12-22,FR,PC,Google Ads
U000374,2026-05-20,BR,iOS,Google Ads
U000375,2025-12-14,JP,Android,Organic
U000376,2026-02-03,US,iOS,TikTok
U000377,2025-08-11,US,PC,App Store
U000378,2026-05-24,CN,iOS,Google Ads
U000379,2025-07-13,ES,PC,Organic
U000380,2025-10-01,IT,iOS,Google Ads
U000381,2026-03-23,PL,iOS,Google Ads
U000382,2025-10-21,US,Android,Referral
U000383,2026-03-30,JP,Android,App Store
U000384,2026-02-26,PL,PC,Referral
U000385,2026-04-16,JP,PC,Referral
U000386,2025-08-23,ES,Android,YouTube
U000387,2026-04-18,DE,iOS,Referral
U000388,2026-02-23,PL,Android,Organic
U000389,2025-09-15,JP,Android,Google Ads
U000390,2026-04-14,BR,Android,Google Ads
U000391,2025-10-31,KR,PC,Organic
U000392,2025-10-30,CN,PC,App Store
U000393,2025-08-03,CA,PC,TikTok
U000394,2026-07-07,JP,PC,Referral
U000395,2025-12-06,KR,PC,Google Ads
U000396,2025-08-31,DE,iOS,Google Ads
U000397,2026-05-23,BR,iOS,Google Ads
U000398,2026-04-17,JP,iOS,Google Ads
U000399,2025-08-06,JP,Android,Organic
U000400,2026-03-25,FR,Android,Google Ads
U000401,2025-08-21,JP,iOS,Google Ads
U000402,2025-09-19,FR,Android,Organic
U000403,2026-01-03,CN,Android,Referral
U000404,2026-02-13,CN,iOS,App Store
U000405,2026-06-06,JP,Android,TikTok
U000406,2026-02-11,JP,Android,Organic
U000407,2026-04-25,PL,PC,Google Ads
U000408,2025-12-20,CA,Android,TikTok
U000409,2025-08-29,PL,Android,Organic
U000410,2026-06-02,PL,Android,App Store
U000411,2025-08-31,,Android,Google Ads
U000412,2026-01-11,US,Android,Organic
U000413,2025-07-20,US,Android,YouTube
U000414,2025-11-30,PL,iOS,Google Ads
U000415,2025-09-30,CN,iOS,Organic
U000416,2025-09-26,US,PC,TikTok
U000417,2025-09-25,GB,iOS,Google Ads
U000418,2025-11-20,DE,Android,YouTube
U000419,2025-10-16,CN,iOS,App Store
U000420,2025-10-28,PL,Android,TikTok
U000421,2026-06-17,ES,PC,Organic
U000422,2025-08-11,ES,Android,Organic
U000423,2025-08-05,PL,Android,TikTok
U000424,2025-12-18,CN,Android,Google Ads
U000425,2026-05-09,JP,Android,Organic
U000426,2025-09-16,DE,Android,Organic
U000427,2026-03-04,ES,iOS,TikTok
U000428,2025-12-12,BR,PC,TikTok
U000429,2025-08-03,CN,PC,Organic
U000430,2025-12-09,BR,iOS,App Store
U000431,2025-12-09,KR,iOS,YouTube
U000432,2026-01-04,JP,Android,Referral
U000433,2025-09-08,US,PC,Organic
U000434,2025-07-13,KR,Android,YouTube
U000435,2026-04-27,BR,Android,Organic
U000436,2026-01-28,IT,iOS,App Store
U000437,2026-04-19,KR,PC,TikTok
U000438,2025-09-03,PL,Android,Organic
U000439,2026-07-03,PL,PC,TikTok
U000440,2025-11-20,JP,PC,Organic
U000441,2025-11-05,JP,iOS,TikTok
U000442,2025-08-04,PL,PC,App Store
U000443,2025-07-23,PL,Android,Google Ads
U000444,2026-05-19,KR,Android,Google Ads
U000445,2025-09-23,PL,iOS,Organic
U000446,2026-01-29,US,Android,Organic
U000447,2026-05-30,CN,iOS,Google Ads
U000448,2025-11-17,KR,iOS,Organic
U000449,2025-10-10,JP,Android,YouTube
U000450,2026-02-14,CA,iOS,Organic
U000451,2026-01-07,CN,Android,Referral
U000452,2026-05-08,IT,Android,YouTube
U000453,2025-10-29,CN,Android,YouTube
U000454,2025-08-12,JP,Android,YouTube
U000455,2025-08-31,DE,Android,Referral
U000456,2026-06-11,GB,iOS,Referral
U000457,2025-12-04,ES,iOS,Google Ads
U000458,2025-12-14,US,iOS,Google Ads
U000459,2025-07-17,JP,PC,Organic
U000460,2025-12-17,CA,Android,Organic
U000461,2025-08-19,PL,Android,Google Ads
U000462,2026-02-12,JP,PC,YouTube
U000463,2025-09-11,DE,Android,App Store
U000464,2026-05-09,CN,Android,Google Ads
U000465,2025-07-19,KR,iOS,TikTok
U000466,2025-08-27,US,Android,Google Ads
U000467,2026-03-08,US,Android,Google Ads
U000468,2025-12-17,GB,Android,YouTube
U000469,2026-02-18,US,Android,TikTok
U000470,2026-03-12,US,iOS,Google Ads
U000471,2026-06-19,DE,PC,Organic
U000472,2025-12-23,DE,PC,TikTok
U000473,2026-01-12,ES,Android,Organic
U000474,2026-01-19,ES,Android,Referral
U000475,2025-12-08,KR,Android,Organic
U000476,2025-07-18,US,PC,Organic
U000477,2026-01-25,US,PC,Organic
U000478,2025-09-16,US,Android,Organic
U000479,2025-10-01,CA,Android,Google Ads
U000480,2025-07-27,IT,Android,Google Ads
U000481,2025-08-07,KR,Android,Organic
U000482,2026-04-10,JP,iOS,TikTok
U000483,2026-05-27,BR,Android,Organic
U000484,2026-05-18,CA,iOS,Organic
U000485,2025-08-27,DE,Android,Organic
U000486,2026-06-12,PL,iOS,Organic
U000487,2025-11-30,CN,iOS,Google Ads
U000488,2025-08-31,GB,Android,App Store
U000489,2025-08-23,KR,Android,TikTok
U000490,2025-11-01,CN,iOS,App Store
U000491,2025-07-20,KR,Android,Google Ads
U000492,2026-02-01,JP,iOS,YouTube
U000493,2025-08-19,BR,iOS,Organic
U000494,2025-12-13,ES,Android,Referral
U000495,2025-10-19,KR,iOS,Organic
U000496,2025-09-03,JP,Android,Referral
U000497,2026-06-16,JP,Android,Google Ads
U000498,2025-11-10,DE,iOS,Organic
U000499,2026-01-12,BR,PC,Referral
U000500,2026-03-02,US,Android,Referral
U000501,2025-10-11,KR,Android,Google Ads
U000502,2025-08-16,US,Android,Organic
U000503,2026-04-15,IT,Android,Organic
U000504,2025-12-25,CN,Android,Organic
U000505,2025-07-25,CN,Android,YouTube
U000506,2025-11-22,US,Android,TikTok
U000507,2025-10-21,JP,Android,TikTok
U000508,2025-08-17,DE,Android,Google Ads
U000509,2025-10-31,KR,PC,Organic
U000510,2026-05-19,KR,Android,TikTok
U000511,2026-03-26,JP,iOS,TikTok
U000512,2025-12-31,JP,Android,Google Ads
U000513,2026-04-22,DE,iOS,Google Ads
U000514,2026-02-11,US,iOS,App Store
U000515,2025-10-09,KR,Android,Referral
U000516,2026-02-11,JP,iOS,Google Ads
U000517,2026-02-12,ES,iOS,YouTube
U000518,2025-07-14,KR,PC,Organic
U000519,2025-09-07,PL,Android,Referral
U000520,2025-11-02,US,PC,Organic
U000521,2025-07-13,FR,iOS,Organic
U000522,2026-06-22,PL,Android,TikTok
U000523,2025-11-15,KR,PC,Google Ads
U000524,2025-11-19,ES,Android,Google Ads
U000525,2025-07-25,US,Android,YouTube
U000526,2025-08-16,JP,PC,TikTok
U000527,2026-02-06,GB,iOS,Organic
U000528,2026-02-03,BR,PC,Organic
U000529,2025-11-16,IT,PC,Organic
U000530,2025-12-19,US,iOS,Google Ads
U000531,2025-08-10,JP,PC,Referral
U000532,2025-11-06,FR,iOS,TikTok
U000533,2025-09-06,CN,iOS,Referral
U000534,2026-03-30,DE,Android,App Store
U000535,2025-09-06,FR,iOS,TikTok
U000536,2026-05-12,KR,PC,Organic
U000537,2026-04-06,PL,iOS,App Store
U000538,2025-08-13,PL,Android,Referral
U000539,2026-06-22,KR,iOS,TikTok
U000540,2026-03-25,FR,iOS,YouTube
U000541,2026-04-26,PL,Android,Organic
U000542,2026-03-22,DE,Android,Organic
U000543,2025-07-15,JP,PC,Google Ads
U000544,2026-06-28,US,Android,Referral
U000545,2026-06-03,GB,Android,Google Ads
U000546,2025-08-17,JP,iOS,Organic
U000547,2025-08-16,CN,iOS,Google Ads
U000548,2026-04-11,US,Android,TikTok
U000549,2026-06-03,BR,iOS,Organic
U000550,2026-03-23,JP,iOS,Google Ads
U000551,2025-08-31,FR,Android,Google Ads
U000552,2025-12-21,JP,PC,Google Ads
U000553,2026-06-16,BR,Android,Google Ads
U000554,2025-07-31,US,Android,App Store
U000555,2025-08-13,ES,iOS,Organic
U000556,2025-09-29,KR,Android,Google Ads
U000557,2026-07-12,DE,iOS,App Store
U000558,2025-11-24,CN,iOS,Google Ads
U000559,2025-12-21,BR,iOS,Organic
U000560,2026-05-10,DE,iOS,Organic
U000561,2025-12-29,DE,PC,Organic
U000562,2026-03-09,JP,Android,App Store
U000563,2025-08-02,PL,PC,Google Ads
U000564,2025-08-11,JP,PC,Organic
U000565,2025-07-14,JP,Android,YouTube
U000566,2025-12-28,CN,Android,Referral
U000567,2025-08-14,US,PC,Organic
U000568,2025-10-09,KR,iOS,App Store
U000569,2025-08-31,KR,iOS,Google Ads
U000570,2026-02-01,PL,Android,TikTok
U000571,2025-07-18,PL,iOS,TikTok
U000572,2025-08-06,JP,Android,Organic
U000573,2025-12-03,PL,iOS,YouTube
U000574,2025-07-29,ES,iOS,Google Ads
U000575,2025-08-04,FR,iOS,Organic
U000576,2026-01-11,US,iOS,Referral
U000577,2025-12-01,FR,iOS,Referral
U000578,2025-11-21,KR,PC,Google Ads
U000579,2025-10-20,US,Android,Google Ads
U000580,2025-11-09,US,Android,Google Ads
U000581,2025-07-16,DE,Android,YouTube
U000582,2026-01-24,CN,iOS,Organic
U000583,2025-10-18,GB,PC,TikTok
U000584,2025-09-24,DE,Android,Organic
U000585,2026-04-17,JP,iOS,Referral
U000586,2025-12-03,JP,Android,YouTube
U000587,2025-10-31,US,Android,TikTok
U000588,2026-06-18,PL,Android,App Store
U000589,2026-05-23,PL,Android,TikTok
U000590,2025-09-13,IT,Android,Google Ads
U000591,2026-06-22,DE,PC,Organic
U000592,2025-09-25,BR,Android,Google Ads
U000593,2025-07-30,GB,PC,YouTube
U000594,2025-10-29,CA,Android,Organic
U000595,2026-06-24,US,Android,TikTok
U000596,2025-09-11,JP,Android,YouTube
U000597,2025-10-01,BR,Android,YouTube
U000598,2026-03-23,JP,iOS,TikTok
U000599,2026-01-24,CN,iOS,Google Ads
U000600,2025-08-11,KR,Android,Google Ads
U000601,2026-06-18,FR,iOS,Google Ads
U000602,2025-07-19,GB,iOS,TikTok
U000603,2026-04-02,PL,Android,Google Ads
U000604,2025-08-25,FR,iOS,Organic
U000605,2026-01-05,KR,Android,App Store
U000606,2026-07-04,US,Android,YouTube
U000607,2026-05-18,US,iOS,Google Ads
U000608,2026-01-27,BR,Android,Google Ads
U000609,2026-03-11,US,PC,Organic
U000610,2025-09-13,CN,Android,Google Ads
U000611,2026-05-15,PL,PC,Organic
U000612,2025-09-15,CN,Android,Organic
U000613,2025-08-02,PL,iOS,TikTok
U000614,2025-11-01,CN,Android,Google Ads
U000615,2025-08-17,US,PC,Google Ads
U000616,2025-07-24,US,Android,Organic
U000617,2025-10-09,GB,PC,Organic
U000618,2025-08-06,JP,Android,Organic
U000619,2025-12-10,BR,Android,YouTube
U000620,2026-05-10,FR,iOS,Organic
U000621,2025-09-15,BR,Android,Google Ads
U000622,2025-10-06,GB,Android,App Store
U000623,2025-09-21,JP,iOS,YouTube
U000624,2026-03-28,PL,Android,Google Ads
U000625,2025-07-13,US,Android,Google Ads
U000626,2026-06-29,JP,Android,TikTok
U000627,2025-10-25,ES,PC,Organic
U000628,2026-03-26,,Android,TikTok
U000629,2026-01-04,DE,Android,YouTube
U000630,2025-07-28,US,iOS,TikTok
U000631,2025-11-09,GB,PC,Google Ads
U000632,2026-03-26,GB,Android,Organic
U000633,2025-11-05,ES,PC,Organic
U000634,2026-01-04,BR,iOS,TikTok
U000635,2026-02-12,PL,Android,Referral
U000636,2025-09-26,US,iOS,Google Ads
